"interview__key","interview__id","cm_e01","cm_e02","cm_e03","cm_e04__1","cm_e04__2","cm_e04__3","cm_e04__4","cm_e05","cm_e06","cm_e07_1","cm_e07_2","cm_e08","cm_e09","cm_e10","cm_e11","cm_e12","cm_e13","cm_e14","cm_e15","cm_e16","cm_e17","cm_e18","cm_e19_b","cm_e19_c","cm_e20__1","cm_e20__2","cm_e20__3","cm_e20__4","cm_e20__5","cm_e20__6","cm_e20__7","cm_e20__8","cm_e20__9","cm_e20__10","cm_e20__11","cm_e20__12","cm_e21"
"87-55-65-27","cac6e574885448b78691dd7000705a42",2,,,,,,,2,,"SOMANDA",12,5500,0,2,2,,,1,1,3,2,2,,,,,,,,,,,,,,,
"87-66-47-57","0c3e0728968f454e8317f60d9c39dde9",2,,,,,,,1,6000,"MISWAKI_ UYUI",11,6000,16,12,2,,,3,3,1,3,1,14,143,0,1,1,1,0,0,0,0,0,0,0,0,2
"88-06-41-65","ee71eb22cc564e3bb993ee1478ce828a",1,1,51,1,1,0,1,1,6000,"HUNGUMALWA",7,6000,5,5,2,,,2,3,1,4,2,,,,,,,,,,,,,,,
"88-16-97-35","78c4e98519c442f3824c2929a0d4be2f",2,,,,,,,1,6000,"ARUSHA MJINI",2,11500,0,0,1,,,1,2,1,2,2,,,,,,,,,,,,,,,
"88-25-09-57","7a8b0e3237a3493fb08396fb4f70fc27",1,1,126,1,1,0,0,2,,"NYASHIMO",3,1000,16,22,2,,,5,5,1,1,2,,,,,,,,,,,,,,,
"88-59-39-10","3121d15662604a64bf868d7c01aa0a08",2,,,,,,,2,,"KWA HAJI TUMBO",10,6000,5,20,2,,,2,1,2,2,2,,,,,,,,,,,,,,,
"88-67-87-75","683e31d2a4f347628625ffe598a96b4e",2,,,,,,,1,6500,"MAKUTUPORA",0,6500,,,2,,,1,1,2,3,2,,,,,,,,,,,,,,,
"89-52-41-90","b320186e6fff4dbd8935c0c0bc561c5e",2,,,,,,,1,12000,"MIKUMI",0,12000,0,3,2,,,2,2,3,4,1,5,53,0,0,0,0,0,0,0,0,1,1,1,1,2
"89-55-49-95","e4b41cb30f6a45169388727da6d19d5d",2,,,,,,,2,,"MBAGALA",3,3500,180,180,2,,,3,3,3,3,2,,,,,,,,,,,,,,,
"89-59-80-00","b6004f1f6af44f35922f86141f8afad3",2,,,,,,,1,6000,"MRELE",2,6000,0,0,1,500,300,2,2,2,2,2,,,,,,,,,,,,,,,
"89-61-03-23","077e23e53d3645e7bde2ecab41ebf2d8",2,,,,,,,2,,"KASULU MJINI",3,1000,2,4,2,,,2,2,3,2,2,,,,,,,,,,,,,,,
"90-01-93-17","1e73caa84520478ea865ee63f049f58d",2,,,,,,,1,6000,"MTAA WA MPANDA MJINI",2,5000,3,15,2,,,3,3,2,2,2,,,,,,,,,,,,,,,
"90-06-89-54","cbc8caab47f64451bb4fd7e9dcdd5550",2,,,,,,,1,6000,"MTWANGO",5,6000,0,0,2,,,5,4,3,1,2,,,,,,,,,,,,,,,
"90-18-13-09","036e6286db5f4aa4bc66d14ada599e93",1,1,275,0,0,1,1,1,12000,"USA RIVER",0,12000,7,4,2,,,1,1,1,1,2,,,,,,,,,,,,,,,
"90-23-51-75","3904036fad70430993df2854bb6bff07",2,,,,,,,1,6500,"KISHINDA",7,6000,12,7,2,,,3,3,2,2,1,19,195,0,0,0,0,0,0,1,1,1,0,0,0,1
"90-43-84-85","60ccf1e3221544adb085bbccab089153",1,1,20,0,1,0,0,2,,"MGETA",8,12000,10,2,2,,,2,3,4,2,2,,,,,,,,,,,,,,,
"90-96-74-86","56b4b2c458d04f6a8318b8c8e5634b70",2,,,,,,,2,,"MUEMBELADU",5,6000,6,4,2,,,4,4,3,3,2,,,,,,,,,,,,,,,
"91-22-98-76","5c73a203f7a54992ad02f259b1e861c5",1,10,40,0,1,0,0,2,,"KWA HAJI TUMBO",11,8000,3,5,2,,,2,2,3,4,2,,,,,,,,,,,,,,,
"91-47-83-73","55c960c382ed41fc8ee00eb1d3690728",1,1,15,1,1,1,1,2,,"IFAKARA",10,6000,10,50,2,,,3,2,4,2,1,5,51,0,0,0,0,0,0,0,1,1,1,0,0,1
"91-50-98-00","e7ffc67e62504f359129f00fc0727af6",2,,,,,,,2,,"TANDIKA",0,5000,,,2,,,1,3,1,3,2,,,,,,,,,,,,,,,
"92-21-22-44","b3948aacd95d45e499e300f631f20547",2,,,,,,,2,,"LIMBANI",11,7000,0,0,2,,,4,1,4,1,2,,,,,,,,,,,,,,,
"92-34-52-51","3319c1f61996408e8d51733d17cbc9f0",2,,,,,,,2,,"NKWENDA",4,6000,2,35,2,,,3,3,2,3,2,,,,,,,,,,,,,,,
"92-42-20-01","685501ccf5aa43ec8c133d617d541981",1,1,,1,0,0,0,1,5500,"KIJIJI CHA KISESA",0,5500,,,2,,,2,2,1,1,2,,,,,,,,,,,,,,,
"92-52-40-53","216a7c217d0f4cf5b5cf793d9ebdbcc7",2,,,,,,,2,,"TANGA MJINI",5,8000,5,0,2,,,3,4,3,5,2,,,,,,,,,,,,,,,
"92-83-23-71","d2d2c4f3efd7421f830032aa2094e4ff",2,,,,,,,1,6000,"KAGERA",0.2,6000,5,15,2,,,2,2,2,2,2,,,,,,,,,,,,,,,
"92-94-58-28","86e54f71a65a4267922b3258726f8450",2,,,,,,,2,,"DUKA LA TFDA",5,6000,3,6,2,,,2,2,1,1,2,,,,,,,,,,,,,,,
"93-23-21-02","2ac403ac1a704deb91b14b5d0163232c",2,,,,,,,2,,"3300",0,6000,4,6,1,80,20,1,1,1,1,2,,,,,,,,,,,,,,,
"93-27-32-02","d9978cdccf5b4827982a0aa75cdd1245",2,,,,,,,2,,"KARIAKOO",12,12000,50,50,2,,,1,4,1,2,2,,,,,,,,,,,,,,,
"93-53-46-59","520d0b2faf064f3fa55774e0fbbb1cca",1,2,190,1,1,0,0,1,6000,"MLOWO",30,6000,5,7,2,,,5,2,4,4,2,,,,,,,,,,,,,,,
"93-63-55-05","daa8845c85fa4b12a7556a12af713777",1,1,100,1,0,0,0,2,,"DODOMA MJINI",35,5000,1,1,2,,,5,5,3,3,2,,,,,,,,,,,,,,,
"93-65-03-20","678ddbb7c58144ff8d771d8b8af34d1c",2,,,,,,,1,12000,"HAMISI RAMADHANI",0,12000,0,0,2,,,4,3,3,2,1,12,128,0,0,0,0,0,1,1,1,0,0,0,0,2
"93-88-74-31","d3049893d1e14e0db411e32158438288",2,,,,,,,2,,"MBEZI",5,4000,29,36,2,,,1,1,1,1,2,,,,,,,,,,,,,,,
"94-00-25-76","c8793d4f2e544b2aaf6e939ecfd38e6f",1,1,15,0,0,0,0,1,12000,"NANGOMBA",0,6000,8,4,2,,,3,3,4,4,2,,,,,,,,,,,,,,,
"94-11-66-50","779410d42c594eb3a65fa214a2f137bb",2,,,,,,,1,6000,"IGOMA",2,6000,12,21,2,,,3,3,3,2,2,,,,,,,,,,,,,,,
"94-54-13-76","5bc282681cf4480b80227cbe1a7b6718",2,,,,,,,2,,"KILOSA MAKAO MAKUU YA WILAYA",5,6500,3,0,2,,,1,3,2,3,2,,,,,,,,,,,,,,,
"95-00-37-30","ad1782d7949c4918bebfa8f29e80100e",2,,,,,,,2,,"MWANJELWA",8,6000,0,0,2,,,5,2,1,2,2,,,,,,,,,,,,,,,
"95-30-66-57","ee1833f3c1ad4f79a818b2846c943140",1,5,150,1,0,0,0,2,,"KWA HAJI TUMBO",15,7000,2,10,2,,,3,3,3,3,2,,,,,,,,,,,,,,,
"95-41-63-83","9f938846eb6a4a8ca39619216c422ff2",2,,,,,,,1,6000,"TANGA MJINI",2,6000,30,25,2,,,1,4,3,3,2,,,,,,,,,,,,,,,
"95-55-41-56","6ee6f3fc4861469c94e9c6c1b0e4652e",2,,,,,,,2,,"ARUSHA MJINI",2,6000,7,6,2,,,1,1,3,1,2,,,,,,,,,,,,,,,
"95-57-44-06","2eac5cbb43ca454e9679436cad7320a7",2,,,,,,,2,,"KIJIJI CHA MRIJO",30,6000,,,2,,,1,1,3,3,1,1,17,1,0,0,0,0,0,0,0,0,0,0,0,1
"95-75-07-94","6bdf280b428949108e9b458931ceedf3",1,1,357,1,1,0,0,2,,"MBEYA MJINI",200,12500,,,2,,,1,1,1,1,2,,,,,,,,,,,,,,,
"96-25-20-51","b41b8de52fa7436db71be6bf0f5a9a66",2,,,,,,,2,,"HAYDOM",70,6000,5,2,2,,,3,2,3,2,1,21,213,0,0,0,0,0,0,1,1,1,1,1,1,1
"96-43-03-98","ba17eca4ca754132b90c08388b341fd6",2,,,,,,,2,,"BUGOROLA",8,6000,0,0,2,,,2,3,2,3,2,,,,,,,,,,,,,,,
"96-62-91-73","be5a95e5c9fc4eed898906706fece787",2,,,,,,,2,,"MWANJELWA",2,6000,0,0,1,100,50,5,2,1,2,2,,,,,,,,,,,,,,,
"96-88-99-60","6c3b6d40cecd47df82d817656d44265d",1,1,400,0,0,0,0,1,12000,"MIJONGWENI",0,24000,3,50,1,1200,800,1,1,1,1,2,,,,,,,,,,,,,,,
"96-97-54-52","376ea2dac30a4f8687ae008905f0bd8e",2,,,,,,,2,,,,,,,2,,,1,1,1,1,2,,,,,,,,,,,,,,,
"97-23-41-07","b20767802c16448697a2fc6b8cc5a1f2",2,,,,,,,2,,"ARUSHA",314,6500,0,3,2,,,1,1,1,1,2,,,,,,,,,,,,,,,
"97-25-96-57","4657317287cb4b3087a1b126bdcd0d0a",2,,,,,,,2,,"NKINDWABIYE",0.4,5500,12,8,2,,,2,3,3,2,2,,,,,,,,,,,,,,,
"97-67-70-17","35771ac4af3d493e87d2def3bec1619a",1,1,40,1,1,0,0,2,,"MANYONI MJINI",3,6000,8,52,2,,,5,1,1,1,2,,,,,,,,,,,,,,,
"98-22-62-82","edc65303056b4602b88bd2a5db11d5f0",2,,,,,,,2,,"MARUHUBI",6,2000,0,0,2,,,1,2,1,1,2,,,,,,,,,,,,,,,
"98-46-12-09","ed5abc5e61af40f3ad5a62f4e9c8770f",2,,,,,,,2,,"LULEMBELA",4,6000,2,5,2,,,2,2,2,2,1,18,184,1,1,1,1,0,0,0,0,1,1,1,1,2
"98-48-60-73","a958a280d89d4a558577a30d239c1f88",1,2,212,1,1,0,1,2,,"USANGANYA",3,5500,7,1,2,,,1,2,1,1,1,12,121,0,0,0,0,0,0,0,1,1,0,0,0,2
"98-92-34-51","f4100eabea9e4b97bab88285ab53045d",2,,,,,,,1,6000,"MUNANILA",3,6000,3,4,2,,,2,2,2,2,2,,,,,,,,,,,,,,,
"99-08-48-89","dd0bc9dea0534236a2d6a69c8b7fe2df",2,,,,,,,1,7000,"LUKOZI",18,7000,15,10,2,,,4,3,1,1,2,,,,,,,,,,,,,,,
"99-33-61-18","2e62f403dfc94d6aa28444eedd35a193",2,,,,,,,2,,"MWENGE",6,6000,,,2,,,1,3,1,3,2,,,,,,,,,,,,,,,
"99-85-48-00","4191375813de4af7b0a989fdd89acac3",2,,,,,,,1,2000,"KARIAKOO",1,2000,30,30,1,443,208,3,3,1,1,2,,,,,,,,,,,,,,,
